0	1154.742764	10.43111545	9.626133474
0.5	1153.233506	9.724465459	9.230320478
1	1154.592673	10.28909787	9.544814371
1.5	1153.231689	9.321854888	8.802823409
2	1153.153213	9.883027119	9.260984417
2.5	1147.840358	10.08021209	9.527640845
3	1148.79252	9.542077673	9.055288714
3.5	1148.596305	10.00130308	9.410807393
4	1144.244105	9.75063032	9.075249871
4.5	1148.350024	9.697241971	9.277501024
5	1145.854553	9.972725273	9.415360144
5.5	1142.534384	9.824241316	9.375684468
6	1143.075445	9.667773533	9.290759685
6.5	1139.976631	9.90761629	9.271988506
7	1145.80588	9.947765751	9.147451089
7.5	1138.439988	9.75063032	9.127511322
8	1142.834627	9.560485817	9.039246339
8.5	1144.613658	9.51791333	9.112262327
9	1140.493674	9.583704915	9.131776429
9.5	1142.22407	9.560878329	8.974633931
10	1138.803401	9.406259409	9.008029446
12	1136.416484	9.089664839	8.775875046
14	1137.914179	9.221598973	8.677723393
16	1137.550224	9.285598728	8.848556482
20	1138.708027	9.107662686	8.580488041
29	1135.360454	8.62867524	8.295329236
30	1135.785057	8.402223272	8.23590375
35	1136.072037	8.500730409	8.330077692
40	1134.949608	8.325940428	8.1295896
50	1132.3902	8.127331618	8.000803484


