0.5	1166.483586	12.15454026	10.80137746
1	1164.426699	12.40407691	11.08908774
1.5	1167.905386	11.82500738	10.60580597
2	1167.00057	12.47106845	11.00398341
2.5	1162.670236	11.67491087	10.31143625
3	1160.505038	11.31708312	10.1278077
7	1157.5236	11.90440285	10.51587034
7.5	1154.110966	11.27086558	10.11396457
8	1157.605861	11.13058294	10.10639186
8.5	1158.89666	11.01494214	10.13631406
9	1150.143562	10.56159374	9.843469015
9.5	1151.530418	10.7473949	9.993924129
10	1150.59772	10.8650404	9.790175571
10.5	1152.989273	10.32826577	9.507819773
15	1151.016964	10.52125345	9.98093296
20	1144.494617	9.649306556	9.119348223
25	1141.936394	9.54598777	9.060182961
40	1127.012407	7.961515363	7.827266739
45	1120.279909	7.817008741	7.652044118
50	1119.468288	7.688363585	7.525177393
60	1117.896733	7.446068743	7.378575351
70	1117.003132	7.073674079	7.039274336
80	1112.978561	7.536984228	7.383803235
82	1116.421583	7.21886884	7.141052875
85	1110.277994	7.019770224	7.016054663
122	1105.878409	7.183758486	7.161562422
130	1112.456449	7.014307263	6.99839463
135	1106.879667	6.961346512	6.945841362
