0	1084.720841	6.869980135	6.827726508
0	1084.204213	6.878226436	6.869346452
0	1083.008064	6.833169058	6.831912479
100	1092.035844	7.116836898	7.026115881
100	1094.946536	7.276941556	7.200594272
100	1088.747664	7.214064318	7.149380241
100	1093.172691	7.222303899	7.138130831
150	1091.891795	7.283674625	7.1199684
150	1090.748623	7.340977957	7.284836555
150	1092.862815	7.4234542	7.279726388
150	1092.106901	7.313050464	7.196720813
200	1093.3144	7.489217355	7.450654109
200	1097.682712	7.646230776	7.444862872
200	1095.521182	7.693467528	7.467589462
200	1092.034193	7.555249553	7.460081372
250	1098.925081	7.794473801	7.601251803
250	1095.736356	7.723703504	7.5085058
250	1094.903138	7.697555006	7.608757759
250	1093.83356	7.802059733	7.641182014
300	1099.602204	8.105658366	7.843888704
300	1099.184269	7.889863094	7.785075179
300	1098.455298	7.848120305	7.728591746
300	1098.757371	8.086048829	7.823581592
300	1100.070541	8.093042075	8.028297529
350	1102.737431	8.233879	7.859513206
350	1100.781251	7.940381769	7.698066211
350	1101.817492	8.238508389	7.825950256
350	1100.297236	8.178136833	7.953917107
500	1108.630372	9.002503192	8.80117542
500	1104.565393	8.977378505	8.576418242
500	1105.561747	8.753001911	8.349338216
500	1108.135396	8.841233357	8.526947619
1000	1118.402472	10.27936084	9.322597971
1000	1124.628173	10.11708658	9.618966897
1000	1125.179468	10.07313961	9.45042404
1000	1118.36507	10.21089423	9.60982678
2000	1146.221426	12.57589119	10.87671642
2000	1143.024744	11.92059279	10.49197177
2000	1143.494349	12.29663559	10.7852162
2000	1146.074784	12.34256959	10.9017663
