0	105.3315334	8.249077546	8.225761011
100	104.9695274	8.234989206	8.196534655
150	106.1667891	8.415127471	8.381073604
200	106.5655664	8.523563211	8.492718075
250	107.2069313	8.655387421	8.5912438
300	108.367726	8.842271866	8.807265233
350	108.0932862	8.875914253	8.79268054
400	108.771731	8.938069655	8.874046622
500	109.8878407	9.131277075	9.081603674
800	111.5493065	9.693666764	9.595589112
1000	113.6220946	9.981332004	9.850938427
1200	115.0352752	10.30926995	10.12106797
1500	117.5947371	10.83600182	10.55718001
1800	119.4246991	11.10224276	10.82962339
2000	119.7488615	11.43462899	11.07727261
