0	1462.947402
0	1464.572941
0	1464.229298
0	1467.892929
100	1466.194846
100	1470.350806
100	1474.58411
100	1468.048426
100	1468.550579
100	1470.913291
150	1478.96274
150	1472.620134
150	1467.77792
150	1468.875101
150	1476.73007
150	1476.307967
200	1478.216675
200	1477.515005
200	1477.996146
200	1476.297683
200	1475.428454
250	1478.101199
250	1476.017611
250	1476.223128
250	1473.338379
250	1480.321619
250	1477.87931
300	1479.175829
300	1475.479691
300	1482.025931
300	1477.261739
300	1476.554746
350	1479.577964
350	1482.901128
350	1482.284818
350	1480.977271
350	1484.249488
500	1486.545623
500	1481.581956
500	1484.292844
500	1486.282181
1000	1505.15832
1000	1501.29152
1000	1506.528963
1000	1504.890656
1000	1504.890656
1000	1503.661393
2000	1525.174591
2000	1524.83275
2000	1528.957067
2000	1518.432055
