0	868.5968053	8.517038373	8.477714696
100	864.5087235	8.510839903	8.463133777
150	867.6924375	8.506573687	8.488006721
200	869.8786192	8.924507645	8.760298366
250	872.9286806	8.68780405	8.631887173
300	876.7351832	8.902005582	8.845456567
350	875.8859283	8.944208153	8.856493887
400	877.3116563	8.938069655	8.874046622
500	880.0115459	9.131277075	9.081603674
800	887.3507984	9.693666764	9.595589112
1000	891.6587671	9.981332004	9.850938427
1200	900.2493881	10.30926995	10.12106797
1500	906.3819555	11.00918971	10.62306694
1800	911.075785	11.10224276	10.82962339
2000	915.6919475	11.43462899	11.07727261
