0	1050.969589
0	1051.640737
0	1051.666635
0	1051.656862
100	1055.683373
100	1053.65281
100	1053.341031
100	1053.760507
150	1059.259915
150	1059.224498
150	1060.75223
150	1060.425263
200	1059.94847
200	1058.347522
200	1061.459859
200	1062.44978
250	1063.904662
250	1062.124586
250	1067.06906
250	1065.226276
250	1064.241948
300	1065.561978
300	1061.86885
300	1063.041283
300	1063.920974
350	1065.324635
350	1067.077974
350	1068.599489
350	1070.988851
500	1075.059782
500	1074.179366
500	1072.569504
500	1073.901166
500	1075.502991
1000	1087.607913
1000	1089.488605
1000	1089.173092
1000	1089.891337
1000	1090.360803
2000	1115.916595
2000	1113.352136
2000	1113.646666
2000	1114.642596
2000	1114.086764
