0	1850.814214	11.60145015	11.58452835
0	1857.975691	11.7050325	11.69411331
0	1853.983618	11.6488041	11.57328366
0	1861.20147	11.90238335	11.80587689
100	1857.704277	11.80258703	11.68770306
100	1853.118979	12.0370326	11.99626645
100	1859.175899	11.80390267	11.78945245
100	1860.21934	11.7327748	11.72243137
200	1863.376075	12.52743603	12.51269444
200	1862.451959	12.17026005	11.89229989
200	1870.547143	12.32918379	12.30770418
200	1870.259118	12.62966469	12.52588192
300	1871.487376	13.08034897	12.75642196
300	1862.437402	12.87939858	12.64880366
300	1869.638009	12.59163793	12.42452147
300	1864.750099	12.96021175	12.81913705
300	1863.740037	12.41466578	12.14741367
400	1876.479864	13.09892561	12.88192771
400	1873.553782	13.26150023	13.05219364
400	1874.128153	13.33856573	13.16592701
400	1872.795806	12.95334815	12.94906389
500	1870.625015	14.19075024	13.69877357
500	1873.433179	13.29939783	12.94307303
500	1886.729398	13.10158591	12.72133551
500	1880.035771	13.6181036	13.31055266
1000	1891.636366	14.75993554	14.225082
1000	1891.528411	14.8624985	14.22278475
1000	1889.252653	15.48981548	14.70826397
1000	1883.418859	15.15557792	14.44905551
1000	1883.68511	14.17822962	13.66228654
2000	1921.996546	18.20161072	16.31527162
2000	1920.3749	16.49945906	15.10885631
2000	1922.749286	17.30253627	15.70893992
2000	1909.500598	15.74955125	14.54074671
