0	7.177531884	7.651634735
50	7.178309184	7.633277554
100	7.198724589	7.648065078
150	7.28270573	7.651352043
200	7.251993343	7.651461599
250	7.316137346	7.675772509
300	7.32454277	7.680992777
350	7.347372099	7.672103084
400	7.390833042	7.697625128
500	7.425763284	7.719022012
600	7.516601424	7.742474082
700	7.552702834	7.773510193
800	7.599876679	7.785415876
900	7.611582389	7.809323207
1000	7.701963878	7.821375009
1500	7.922671139	7.903331489
2000	8.112256878	7.997691503
