0	6.613909193	6.677867846
50	6.643925449	6.676048495
100	6.706758154	6.692621567
150	6.7403431	6.70159554
200	6.799240425	6.713773646
250	6.856073008	6.73431827
300	6.868043076	6.73991616
350	6.94891277	6.742137484
400	6.939509401	6.743368217
500	7.024609036	6.772957622
600	7.097102203	6.799003294
700	7.16662084	6.812333466
800	7.232770942	6.823078491
900	7.265452904	6.840823262
1000	7.326146659	6.862328896
1500	7.52047878	6.924538134
2000	7.700345246	6.976304296
